time,x,y,z,vx,vy,vz
1774469329.5399559,59.191694825908264,-2.6298360525883155,60.0,0.028340182860998462,4.537478613934736,0.0
1774469329.5898213,59.19201678654041,-2.625876683810601,60.0,0.014493521320481716,4.377998532554896,0.0
1774469329.6398377,59.192341325684644,-2.62193659118627,60.0,0.0005440312642214194,4.219285359204301,0.0
1774469329.6898172,59.19246944288437,-2.6178154574379615,60.0,-0.004997109345029768,4.052754756450022,0.0
1774469329.7399876,59.19259878567768,-2.6137233474434853,60.0,-0.01058711827267892,3.8873793785460946,0.0
1774469329.790133,59.192583940156545,-2.610268182728898,60.0,-0.010006063219282622,3.7491520007179693,0.0
1774469329.8398027,59.19256975014726,-2.6068512874935745,60.0,-0.009451121169112515,3.612448411555828,0.0
1774469329.8897865,59.19282766778679,-2.603345923249975,60.0,-0.0205349915615909,3.4718376055588482,0.0
1774469329.9399626,59.19308623691996,-2.599884822630508,60.0,-0.03164489496460459,3.3329893914043276,0.0
1774469329.9899523,59.193608238615234,-2.1101286345647785,60.0,-0.05402390798993144,3.741106570955143,0.0
1774469330.0401804,59.19413001213704,-1.620037094669738,60.0,-0.0763939837693531,4.13586541933376,0.0
1774469330.0899167,59.19566577386139,-1.129295080568461,70.0,-0.14214554303914967,4.503774235678072,0.0
1774469330.1398344,59.19719975571994,-0.6382253081830859,70.0,-0.20782664015527677,4.858626987817807,0.0
1774469330.18981,59.19766009094295,-0.14641008345753814,70.0,-0.22759024567986125,5.182540715242416,0.0
1774469330.2401445,59.19811380865049,0.3457231654015526,70.0,-0.24709033095764707,5.4937859057193155,0.0
1774469330.2898567,59.19869743683719,0.3516174234562619,70.0,-0.27216864410714603,5.256445499963205,0.0
1774469330.3397944,59.19927373298921,0.3574325996326554,70.0,-0.2969550055320932,5.022254255489675,0.0
1774469330.3898487,59.20003812027964,0.36282418378070114,70.0,-0.32981116558214296,4.805936771981601,0.0
1774469330.4398472,59.200794149624514,0.3681278628007071,70.0,-0.362334552834763,4.593120131244024,0.0
1774469330.4898412,59.20161771049882,0.37387743522776495,70.0,-0.397774004221971,4.360959000125128,0.0
1774469330.5400507,59.2024314089826,0.3795329507851639,70.0,-0.4328207602475088,4.13254370151567,0.0
1774469330.5898576,59.202894525428896,0.38489492146851434,70.0,-0.45290126190128366,3.9163979650587635,0.0
1774469330.6397874,59.20334621113151,0.39015612303989955,70.0,-0.47252647618453636,3.7042656011659605,0.0
1774469330.689808,59.20379222435829,0.3956504411450608,70.0,-0.49194307090035067,3.481855711836195,0.0
1774469330.740099,59.2042266044157,0.40103929842684727,70.0,-0.5108963086151621,3.2636460798660223,0.0
1774469330.7901456,59.20478266017873,0.40625058319923707,70.0,-0.5350893299289746,3.0527143590500794,0.0
1774469330.8399067,59.20532696600251,0.41135173991541407,70.0,-0.558814374678834,2.8461689269439905,0.0
1774469330.8900976,59.20582106326774,0.4166000808158078,70.0,-0.5804269357979593,2.6329968636199985,0.0
1774469330.9400346,59.2063029315809,0.4217350528939776,70.0,-0.6015524177387038,2.4243401926663153,0.0
1774469330.9899244,59.20690224560307,0.4266157932728353,70.0,-0.6277386380320396,2.2262201229707155,0.0
1774469331.0400686,59.207489116721504,0.43138008575783615,70.0,-0.6534292862620901,2.0327382257996423,0.0
1774469331.0899003,59.20814459338433,0.4364281677117273,70.0,-0.6820924455292766,1.826769812160458,0.0
1774469331.1398013,59.20878708956052,0.4413582573555428,70.0,-0.7102386312897564,1.6255010499957199,0.0
1774469331.1900523,59.209065914580684,0.44577748076214546,60.0,-0.722866426072227,1.4457357228395116,0.0
1774469331.239932,59.209331053819476,0.4500766753965165,60.0,-0.7349490367867936,1.270751364094576,0.0
1774469331.2898335,59.209331053819476,0.4500766753965165,60.0,-0.7349490367867936,1.270751364094576,0.0
1774469331.3400085,59.20952260845465,0.4544599450658482,60.0,-0.7439231072610012,1.0918165222771452,0.0
1774469331.3900533,59.209701084693556,0.4587234075208506,60.0,-0.7523761680981015,0.9176538272334035,0.0
1774469331.4398024,59.20909882388581,0.4627531695274272,60.0,-0.7274667658346313,0.753135716831255,0.0
1774469331.4897342,59.208484226164174,0.4666633511220253,60.0,-0.702065663505056,0.5933808159095124,0.0
1774469331.539989,59.2083627391664,0.4707123363562125,60.0,-0.6977908527193544,0.42733723201407636,0.0
1774469331.5898426,59.20823224181899,0.47464306105471454,60.0,-0.6931570209916449,0.26600426043134373,0.0
1774469331.6399348,59.20720509415886,0.47808299649444574,60.0,-0.6501891344199614,0.12531989922290682,0.0
1774469331.68979,59.20617019576047,0.48140566319287026,60.0,-0.60691214681743,-0.010693190743393532,0.0
1774469331.739838,59.20633331300186,0.4853862769454287,60.0,-0.6149022402276085,-0.17519452191193247,0.0
1774469331.7898204,59.20649290800881,0.4892525181590916,60.0,-0.6227520551559417,-0.3351401362794687,0.0
1774469331.8398166,59.205934748957475,0.49275235326453726,60.0,-0.5999072415818656,-0.4797472756679805,0.0
1774469331.890076,59.20537279844779,0.4961384919676221,60.0,-0.5769112113325974,-0.6198255003702853,0.0
1774469331.9398363,59.205139706961646,0.49926569434912504,60.0,-0.5679914285287899,-0.749158514766808,0.0
1774469331.9900265,59.2049050037843,0.5022813027274852,60.0,-0.5590073712523245,-0.8740462736708041,0.0
1774469332.040052,59.203701808848784,0.5044799239770189,60.0,-0.5085948680632766,-0.9643078939834271,0.0
1774469332.0897934,59.2017721100699,0.5069992300492551,60.0,-0.4271048808794254,-1.0686080954232218,0.0
1774469332.1399868,59.199843480764564,0.5094127445616685,60.0,-0.3456569442302553,-1.1686940512182673,0.0
1774469332.1904204,59.19866344312983,0.5118312325847831,70.0,-0.29622080149344826,-1.2692980670264042,0.0
1774469332.2398534,59.197490542086165,0.5141481798031371,70.0,-0.2470686563290278,-1.3658571709757192,0.0
1774469332.2901015,59.19541062065076,0.517138198370449,70.0,-0.15908871016633985,-1.4915031838541104,0.0
1774469332.3398335,59.19334063974548,0.5200307858063109,70.0,-0.07150421182714332,-1.613268195001086,0.0
1774469332.3898597,59.19072194696246,0.5221730295623892,70.0,0.03959213836098443,-1.7032184229640552,0.0
1774469332.439832,59.1881186064204,0.5242194614548226,70.0,0.1500775853352746,-1.7893519191692706,0.0
1774469332.4900956,59.18589140150238,0.5267656560360973,70.0,0.24452789976954464,-1.897141088578713,0.0
1774469332.5397635,59.18368616973998,0.529220276511228,70.0,0.3381034052931167,-2.001282490043615,0.0
1774469332.5898383,59.180252534626774,0.5304162528940941,70.0,0.48430186647185725,-2.0518457888678276,0.0
1774469332.6400177,59.17684532837212,0.5315228948609151,70.0,0.6294483493573448,-2.09885016082811,0.0
1774469332.6898599,59.17467470947234,0.5331391300893475,70.0,0.7217846683604808,-2.1679080905039725,0.0
